!SIL    1.0	sil
<SPN>   1.0	spn
<UNK>   1.0	unk
రక్షించుకోవాల్సిన	1.0	రక్ షిం చు కో వాల్ సి న 
రక్షించేదిగా	1.0	రక్ షిం చే ది గా 
రక్షించేందుకు	1.0	రక్ షిం చేం దు కు 
రక్షిత	1.0	రక్ షి త 
రక్షిద్దామని	1.0	రక్ షి ద్దా మ ని 
రక్షిస్తారని	1.0	రక్ షిస్ తా ర ని 
రక్షిస్తున్నారు	1.0	రక్ షిస్ తు న్నా రు 
రంగనాథ్	1.0	రం గ నాథ్ 
రంగపేట	1.0	రం గ పే ట 
రంగంపేటలో	1.0	రం గం పే ట లో 
రంగంపై	1.0	రం గం పై 
రంగమే	1.0	రం గ మే 
రంగమ్మ	1.0	రం గ మ్మ 
రంగయ్య	1.0	రం గ య్య 
రంగ	1.0	రం గ 
రంగం	1.0	రం గం 
రంగంలోకి	1.0	రం గం లో కి 
రంగంలోని	1.0	రం గం లో ని 
రంగంలోనూ	1.0	రం గం లో నూ 
రంగంలోనైనా	1.0	రం గం లో నై నా 
రంగంలో	1.0	రం గం లో 
రంగాకు	1.0	రం గా కు 
రంగాగారెడ్డి	1.0	రం గా గా రె డ్డి 
రంగాచార్యను	1.0	రం గా చార్ య ను 
రంగానికి	1.0	రం గా ని కి 
రంగాను	1.0	రం గా ను 
రంగాన్ని	1.0	రం గా న్ని 
రంగా	1.0	రం గా 
రంగారావు	1.0	రం గా రా వు 
రంగారెడ్డి	1.0	రం గా రె డ్డి 
రంగాలకు	1.0	రం గా ల కు 
రంగాలను	1.0	రం గా ల ను 
రంగాలపై	1.0	రం గా ల పై 
రంగాల	1.0	రం గా ల 
రంగాలలోను	1.0	రం గా ల లో ను 
రంగాలలో	1.0	రం గా ల లో 
రంగాలుగా	1.0	రం గా లు గా 
రంగాలు	1.0	రం గా లు 
రంగాల్లోకి	1.0	రం గా ల్లో కి 
రంగాల్లోనూ	1.0	రం గా ల్లో నూ 
రంగాల్లో	1.0	రం గా ల్లో 
రగిలిపోతు	1.0	ర గి లి పో తు 
రంగు	1.0	రం గు 
రంగుల	1.0	రం గు ల 
రగులుతోంది	1.0	ర గు లు తోం ది 
రఘవీరా	1.0	ర ఘ వీ రా 
రఘునాథ	1.0	ర ఘు నా థ 
రఘునాథరెడ్డి	1.0	ర ఘు నా థ రె డ్డి 
రఘునాథ్	1.0	ర ఘు నాథ్ 
రఘునాధరెడ్డి	1.0	ర ఘు నా ధ రె డ్డి 
రఘుపతి	1.0	ర ఘు ప తి 
రఘు	1.0	ర ఘు 
రఘురసయం	1.0	ర ఘు ర స యం 
రఘురాం	1.0	ర ఘు రాం 
రఘువీర	1.0	ర ఘు వీ ర 
రఘువీరా	1.0	ర ఘు వీ రా 
రఘువీరారెడ్డి	1.0	ర ఘు వీ రా రె డ్డి 
రచన	1.0	ర చ న 
రచనలను	1.0	ర చ న ల ను 
రచనలపై	1.0	ర చ న ల పై 
రచనలు	1.0	ర చ న లు 
రచనల్లో	1.0	ర చ న ల్లో 
రచనా	1.0	ర చ నా 
రచయిచ	1.0	ర చ యి చ 
రచయితగా	1.0	ర చ యి త గా 
రచయిత	1.0	ర చ యి త 
రచయితలను	1.0	ర చ యి త ల ను 
రచయితలు	1.0	ర చ యి త లు 
రచయిత్రి	1.0	ర చ యిత్ రి 
రచించిన	1.0	ర చిం చి న 
రచించి	1.0	ర చిం చి 
రచించుకునే	1.0	ర చిం చు కు నే 
రచిస్తున్నారు	1.0	ర చిస్ తు న్నా రు 
రచిస్తోందని	1.0	ర చిస్ తోం ద ని 
రజక	1.0	ర జ క 
రజకార్లు	1.0	ర జ కార్ లు 
రజకులు	1.0	ర జ కు లు 
రజత	1.0	ర జ త 
రజత్	1.0	ర జత్ 
రజనికి	1.0	ర జ ని కి 
రజనీకాంత్	1.0	ర జ నీ కాంత్ 
రజనీపై	1.0	ర జ నీ పై 
రజనీ	1.0	ర జ నీ 
రంజన్	1.0	రం జన్ 
రంజాన్	1.0	రం జాన్ 
రజిత	1.0	ర జి త 
రంజిత	1.0	రం జి త 
రజిత్	1.0	ర జిత్ 
రంజిత్	1.0	రం జిత్ 
రజినీకాంత్	1.0	ర జి నీ కాంత్ 
రజియాను	1.0	ర జి యా ను 
రంజీ	1.0	రం జీ 
రజ్వానీ	1.0	రజ్ వా నీ 
రజ్వీ	1.0	రజ్ వీ 
రండి	1.0	రం డి 
రణ	1.0	ర ణ 
రణస్థలం	1.0	ర ణస్ థ లం 
రతనాల	1.0	ర త నా ల 
రత్తయ్య	1.0	ర త్త య్య 
రత్న	1.0	రత్ న 
రత్నం	1.0	రత్ నం 
రథోత్సవం	1.0	ర థోత్ స వం 
రద్దీకి	1.0	ర ద్దీ కి 
రద్దీగా	1.0	ర ద్దీ గా 
రద్దీని	1.0	ర ద్దీ ని 
రద్దీ	1.0	ర ద్దీ 
రద్దుకు	1.0	ర ద్దు కు 
రద్దుచేసిన	1.0	ర ద్దు చే సి న 
రద్దుతో	1.0	ర ద్దు తో 
రద్దును	1.0	ర ద్దు ను 
రద్దు	1.0	ర ద్దు 
రంధ్రాన్ని	1.0	రంధ్ రా న్ని 
రని	1.0	ర ని 
రన్	1.0	రన్ 
రంపచోడవరంలో	1.0	రం ప చో డ వ రం లో 
రంపాన	1.0	రం పా న 
రపించుకుండాలి	1.0	ర పిం చు కుం డా లి 
రప్పించడంలో	1.0	ర ప్పిం చ డం లో 
రప్పించి	1.0	ర ప్పిం చి 
రప్పించేందుకు	1.0	ర ప్పిం చేం దు కు 
రఫ్	1.0	రఫ్ 
రబీ	1.0	ర బీ 
రబ్బరు	1.0	ర బ్బ రు 
రబ్బర్	1.0	ర బ్బర్ 
రబ్బానీ	1.0	ర బ్బా నీ 
రభస	1.0	ర భ స 
రమణకు	1.0	ర మ ణ కు 
రమణమూర్తి	1.0	ర మ ణ మూర్ తి 
రమణ	1.0	ర మ ణ 
రమణా	1.0	ర మ ణా 
రమణి	1.0	ర మ ణి 
రమాకాంత్	1.0	ర మా కాంత్ 
రమారాజేశ్వరీ	1.0	ర మా రా జేశ్ వ రీ 
రమీ	1.0	ర మీ 
రమేషం	1.0	ర మే షం 
రమేష్	1.0	ర మేష్ 
రమ్మని	1.0	ర మ్మ ని 
రమ్యకృష్ణ	1.0	రమ్ య కృష్ ణ 
రమ్య	1.0	రమ్ య 
రయితల	1.0	ర యి త ల 
రవాణ	1.0	ర వా ణ 
రవాణాకు	1.0	ర వా ణా కు 
రవాణాను	1.0	ర వా ణా ను 
రవాణాపై	1.0	ర వా ణా పై 
రవాణారంగంపై	1.0	ర వా ణా రం గం పై 
రవాణా	1.0	ర వా ణా 
రవాణాశాఖ	1.0	ర వా ణా శా ఖ 
రవికాంత	1.0	ర వి కాం త 
రవికాంత్	1.0	ర వి కాంత్ 
రవికి	1.0	ర వి కి 
రవికుమార్	1.0	ర వి కు మార్ 
రవి	1.0	ర వి 
రవిశంకర్	1.0	ర వి శం కర్ 
రవిశాస్త్రి	1.0	ర వి శాస్త్ రి 
రవీందర్	1.0	ర వీం దర్ 
రవీంద్రబాబుపై	1.0	ర వీంద్ ర బా బు పై 
రవీంద్రభారతిలో	1.0	ర వీంద్ ర భా ర తి లో 
రవీంద్ర	1.0	ర వీంద్ ర 
రవీంద్రా	1.0	ర వీంద్ రా 
రవీనా	1.0	ర వీ నా 
రషీద్	1.0	ర షీద్ 
రష్దీకి	1.0	రష్ దీ కి 
రష్దీలపై	1.0	రష్ దీ ల పై 
రష్యాకు	1.0	రష్ యా కు 
రష్యా	1.0	రష్ యా 
రష్యాలో	1.0	రష్ యా లో 
రసమయి	1.0	ర స మ యి 
రసవత్తర	1.0	ర స వ త్త ర 
రసాభాసగా	1.0	ర సా భా స గా 
రసాయన	1.0	ర సా య న 
రసాయనాలతో	1.0	ర సా య నా ల తో 
రసాయనాలు	1.0	ర సా య నా లు 
రసాయనిక	1.0	ర సా య ని క 
రహదారికి	1.0	ర హ దా రి కి 
రహదారిని	1.0	ర హ దా రి ని 
రహదారిపై	1.0	ర హ దా రి పై 
రహదారి	1.0	ర హ దా రి 
రహదారులకు	1.0	ర హ దా రు ల కు 
రహదారులను	1.0	ర హ దా రు ల ను 
రహదారులపై	1.0	ర హ దా రు ల పై 
రహదారుల	1.0	ర హ దా రు ల 
రహదారులు	1.0	ర హ దా రు లు 
రహదారుల్లో	1.0	ర హ దా రు ల్లో 
రహదార్లతో	1.0	ర హ దార్ ల తో 
రహదార్లు	1.0	ర హ దార్ లు 
రహనేను	1.0	ర హ నే ను 
రహస్యంగా	1.0	ర హస్ యం గా 
రహస్య	1.0	ర హస్ య 
రహస్యాన్ని	1.0	ర హస్ యా న్ని 
రహానేనా	1.0	ర హా నే నా 
రహానే	1.0	ర హా నే 
రహామీ	1.0	ర హా మీ 
రహితంగా	1.0	ర హి తం గా 
రహిత	1.0	ర హి త 
రహి	1.0	ర హి 
రహీం	1.0	ర హీం 
రాకతో	1.0	రా క తో 
రాకను	1.0	రా క ను 
రాకపోకలకు	1.0	రా క పో క ల కు 
రాకపోకలను	1.0	రా క పో క ల ను 
రాకపోకలు	1.0	రా క పో క లు 
రాకపోతే	1.0	రా క పో తే 
రాకపోయినా	1.0	రా క పో యి నా 
రాకపోలు	1.0	రా క పో లు 
రాకపోవడంతో	1.0	రా క పో వ డం తో 
రాకపోవడం	1.0	రా క పో వ డం 
రాకపోవడానికి	1.0	రా క పో వ డా ని కి 
రాకముందుకే	1.0	రా క ముం దు కే 
రాకముందే	1.0	రా క ముం దే 
రాక	1.0	రా క 
రాకీయ	1.0	రా కీ య 
రాకుంటే	1.0	రా కుం టే 
రాకుండా	1.0	రా కుం డా 
రాకుమారి	1.0	రా కు మా రి 
రాకూడదని	1.0	రా కూ డ ద ని 
రాకూడదు	1.0	రా కూ డ దు 
రాకేష్	1.0	రా కేష్ 
రాక్	1.0	రాక్ 
రాక్షసుడిలా	1.0	రాక్ ష సు డి లా 
రాక్షసుడు	1.0	రాక్ ష సు డు 
రాఖీ	1.0	రా ఖీ 
రాగ	1.0	రా గ 
రాగం	1.0	రా గం 
రాగానే	1.0	రా గా నే 
రాగా	1.0	రా గా 
రాగూడని	1.0	రా గూ డ ని 
రాంగోపాల్	1.0	రాం గో పాల్ 
